gene_id	Sample7	Sample12	Sample6	Sample17	Sample10	Sample19	Sample16	Sample15	Sample21	Sample18	Sample11	Sample13	Sample20	Sample3	Sample1	Sample5	Sample2	Sample23	Sample14	Sample8	Sample24	Sample9	Sample4	Sample22
ENSMUSG00000025777	7	6	9	6	7	7	27	7	15	15	14	8	11	9	16	13	10	7	11	18	11	8	20	10
ENSMUSG00000099899	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000100272	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000100398	0	0	0	2	1	1	0	2	1	0	0	1	2	1	0	0	0	0	0	0	0	1	0	0
ENSMUSG00000101589	5	7	7	11	9	7	20	10	12	8	12	6	8	15	5	7	16	8	6	14	4	5	16	3
ENSMUSG00000102048	1	0	3	3	6	2	2	3	2	1	0	0	5	0	1	3	1	1	1	2	1	2	4	0
ENSMUSG00000089534	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000067780	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000100053	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ENSMUSG00000085125	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0
ENSMUSG00000025776	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000099895	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000100554	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	1	0	0	0	0	1	1	0	0
ENSMUSG00000099473	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000099591	0	1	0	0	0	0	0	1	3	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000109887	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000102001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101717	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000025774	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000070977	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000073735	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000067773	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101685	1	2	2	1	4	2	0	2	5	3	3	1	5	3	2	2	4	1	3	0	0	0	4	0
ENSMUSG00000101306	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ENSMUSG00000088800	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101644	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000099433	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000089787	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000042596	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000100720	4	2	1	2	1	3	0	2	2	1	1	4	7	5	3	2	1	0	3	0	0	4	1	0
ENSMUSG00000025927	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000100538	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101117	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000100204	5	12	9	3	9	5	7	14	10	5	14	5	22	4	9	7	4	3	5	7	5	10	15	4
ENSMUSG00000084668	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000102597	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000043760	2751	5558	5100	5969	6257	4096	6845	4644	4733	7473	5623	3653	3913	3440	3496	4467	2820	5055	3305	3408	6286	2881	7272	6567
ENSMUSG00000104095	3	9	4	6	6	0	4	3	8	3	3	0	2	5	2	3	2	1	1	3	3	0	5	6
ENSMUSG00000089914	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
ENSMUSG00000090142	3	1	1	2	1	1	1	3	4	1	2	3	6	1	1	1	2	4	3	1	6	0	0	2
ENSMUSG00000070175	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0
ENSMUSG00000065559	0	0	1	0	0	0	1	2	0	0	1	1	0	1	1	1	1	0	1	0	0	0	1	0
ENSMUSG00000099906	0	0	0	0	0	1	0	1	0	3	1	0	0	0	0	0	0	0	1	1	1	0	0	0
ENSMUSG00000065480	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000025929	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000041872	1	0	0	0	0	2	1	0	3	0	1	5	0	1	0	0	0	0	1	1	0	1	0	0
ENSMUSG00000041859	9249	3888	3072	2530	4252	10841	2977	11853	11522	3060	3936	9830	10963	10019	11743	3118	9241	1823	9257	10776	2334	9074	4637	2369
ENSMUSG00000099714	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000102121	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000088858	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000097934	4	13	5	8	4	4	10	4	3	11	12	4	4	7	3	8	8	6	1	3	18	3	13	13
ENSMUSG00000025931	809	885	770	656	967	720	692	873	855	729	945	748	746	900	1093	757	784	619	644	958	766	812	1073	810
ENSMUSG00000077314	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000100929	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000041809	9	23	22	34	27	11	37	22	19	31	22	13	20	15	14	26	17	37	20	16	42	10	28	40
ENSMUSG00000041779	785	1093	1015	1013	1129	744	1054	835	893	1073	1092	739	856	893	1006	972	789	770	657	942	966	823	1305	992
ENSMUSG00000099971	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0
ENSMUSG00000100819	1	2	1	2	2	2	4	3	0	7	1	0	0	0	0	3	5	2	1	1	3	2	3	7
ENSMUSG00000025933	128	163	194	246	242	133	288	175	159	324	227	135	152	160	148	177	138	258	135	154	321	157	263	273
ENSMUSG00000102633	0	0	0	0	0	0	0	1	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	1
ENSMUSG00000025934	4214	7330	5115	9652	7888	6457	11316	7350	7502	11581	7558	5852	6735	4677	5599	5314	4437	11861	6007	5036	14561	4323	7493	14225
ENSMUSG00000099343	1	5	2	2	0	1	1	0	3	2	1	1	2	2	1	0	2	1	1	1	5	2	0	1
ENSMUSG00000096375	0	1	2	1	1	0	5	1	0	4	2	4	0	1	1	5	1	2	0	0	0	1	2	0
ENSMUSG00000025936	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000093963	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000067750	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ENSMUSG00000086194	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000094436	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000041722	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000085507	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000094926	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000085079	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000085679	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000028033	21	18	21	24	17	25	33	41	49	31	15	31	29	22	29	17	23	19	26	21	32	24	18	25
ENSMUSG00000104138	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000082935	16	14	19	15	19	10	19	15	13	16	19	11	27	11	18	26	12	10	26	9	21	12	28	24
ENSMUSG00000103748	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000097109	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000099692	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0
ENSMUSG00000100418	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000041670	1	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	3	3	1	0	0
ENSMUSG00000097642	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101468	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101227	1	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	1	0	0	1	0	1	2	0
ENSMUSG00000073730	0	0	1	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000089553	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000102766	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
ENSMUSG00000065405	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000097970	9	9	4	7	12	12	10	4	17	13	12	6	12	9	5	2	4	8	5	13	11	12	11	15
ENSMUSG00000065567	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000100775	0	0	1	1	0	2	0	0	0	0	0	0	1	0	0	1	0	1	1	0	0	2	0	0
ENSMUSG00000101226	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000026158	416	294	348	303	368	481	322	531	507	335	347	424	459	476	590	300	451	245	461	573	257	420	404	265
ENSMUSG00000097920	9	6	4	12	8	10	12	16	13	9	17	9	12	12	12	13	11	7	13	8	4	10	18	6
ENSMUSG00000099503	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000026156	15	11	18	17	18	4	13	14	16	15	14	13	12	13	18	14	10	8	16	14	22	18	13	20
ENSMUSG00000026155	955	1046	976	1077	1128	1015	1214	1200	1190	1311	1160	968	1077	1104	1248	1011	1004	989	983	1297	1108	1048	1337	1169
ENSMUSG00000026154	340	571	530	723	664	447	885	540	517	852	657	440	442	430	534	550	373	759	421	446	838	415	721	826
ENSMUSG00000102495	1	0	0	0	2	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0
ENSMUSG00000026153	3107	2549	2747	3011	2892	3495	3508	3695	4361	3502	2730	3501	3488	3257	3938	2403	3065	2599	2909	3933	3206	3214	3553	3244
ENSMUSG00000102398	3	2	1	1	3	3	1	0	0	2	3	4	0	1	2	1	0	2	2	1	0	1	1	1
ENSMUSG00000097670	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
ENSMUSG00000026147	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000026141	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ENSMUSG00000077463	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000099997	11	0	4	2	2	14	4	20	11	4	5	11	15	14	11	3	13	5	9	9	2	9	2	4
ENSMUSG00000100131	0	0	0	0	0	0	0	3	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000067736	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101939	22	16	11	27	24	23	34	11	27	32	15	38	15	15	38	18	9	8	17	32	15	26	24	21
ENSMUSG00000101111	0	0	0	0	0	0	0	1	1	0	1	0	0	0	1	1	0	2	1	1	2	0	0	0
ENSMUSG00000100862	1	0	4	0	0	1	1	1	0	0	0	2	0	1	1	0	3	1	1	10	3	0	2	0
ENSMUSG00000102070	2	4	2	0	2	3	7	3	8	4	3	1	1	3	7	4	6	5	12	2	5	5	1	2
ENSMUSG00000101249	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000073725	1887	2948	2939	3698	3300	2287	4543	2445	2832	4409	3020	2162	2304	1961	2432	2692	1887	3565	1856	2277	4253	2062	3767	4349
ENSMUSG00000100808	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000100483	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000100450	0	0	0	0	1	1	1	0	0	1	0	0	1	0	1	0	0	0	0	1	2	0	0	0
ENSMUSG00000099392	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000033569	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSMUSG00000080849	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ENSMUSG00000104257	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000096866	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000102296	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000103209	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000104027	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000102407	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000103214	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000104100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084740	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000103889	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101301	1	0	2	0	2	0	0	1	2	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0
ENSMUSG00000104221	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000102250	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000102317	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000103563	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000102465	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000102659	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000103924	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000104132	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000102747	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000102386	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000103004	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000104516	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101618	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000099458	0	1	0	0	3	0	3	1	2	1	0	0	1	1	0	0	0	1	2	0	1	1	0	1
ENSMUSG00000088111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000073722	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095256	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000100310	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ENSMUSG00000101514	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	1
ENSMUSG00000101033	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101372	1	2	2	4	2	1	1	9	10	1	2	1	8	5	6	3	1	1	3	5	5	2	5	2
ENSMUSG00000103241	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000086240	1	0	0	0	0	1	0	0	3	0	0	0	0	0	2	0	1	1	0	1	0	0	3	1
ENSMUSG00000048411	1	4	4	8	0	4	1	7	1	7	4	4	10	5	8	5	5	0	6	7	6	8	14	1
ENSMUSG00000081557	3	2	1	1	0	2	3	5	4	5	4	2	2	8	4	4	2	4	6	6	3	5	7	2
ENSMUSG00000058590	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101235	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000064433	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000080625	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000080391	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000099257	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000099492	10	13	14	8	20	16	14	20	23	9	19	6	31	12	16	25	8	10	17	17	15	9	32	14
ENSMUSG00000101726	0	0	0	0	2	2	3	4	2	1	4	0	2	0	1	1	0	0	1	2	0	0	0	0
ENSMUSG00000096829	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000098883	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000053185	0	0	0	1	0	0	0	1	0	4	1	1	2	0	2	0	2	0	1	0	1	1	1	0
ENSMUSG00000100261	1	2	0	2	1	1	4	0	3	0	3	0	1	0	1	1	0	0	1	0	0	1	2	1
ENSMUSG00000101180	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSMUSG00000048874	7828	8935	8264	9511	10197	8648	11591	9582	10318	11578	9021	8218	8577	8665	10400	7853	7487	8904	7253	9657	10897	7802	11633	11609
ENSMUSG00000103783	1	0	0	0	0	1	3	0	1	0	0	0	1	0	2	0	0	0	0	2	1	0	0	0
ENSMUSG00000104315	0	0	0	0	2	0	2	2	3	1	1	0	2	0	2	1	1	1	1	2	0	2	0	0
ENSMUSG00000026064	1134	1152	1317	1144	1392	943	1452	1131	1179	1412	1278	1062	933	1132	1496	1188	1084	1095	869	1550	1274	1249	1629	1281
ENSMUSG00000086151	1	0	0	0	0	0	0	2	0	0	0	1	0	2	0	0	0	0	2	0	0	1	0	0
ENSMUSG00000086726	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0
ENSMUSG00000087346	0	1	0	0	0	1	1	0	3	0	0	0	2	1	0	0	0	0	0	0	1	0	0	0
ENSMUSG00000100371	0	1	1	1	1	1	3	1	4	1	0	0	0	2	2	1	0	2	0	2	0	1	1	0
ENSMUSG00000100237	0	0	0	0	0	1	2	0	0	0	2	0	0	0	0	1	0	0	1	0	2	0	1	0
ENSMUSG00000098529	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000086727	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	3	1	0	1	1	0
ENSMUSG00000100910	0	0	0	0	0	1	2	0	1	0	1	0	2	0	0	0	0	0	1	0	0	0	0	0
ENSMUSG00000099796	0	0	0	0	0	2	0	0	0	0	0	1	1	1	0	1	1	0	0	0	0	1	0	0
ENSMUSG00000050217	7	0	0	0	0	4	1	1	7	1	0	1	1	2	5	1	0	0	4	2	0	3	1	3
ENSMUSG00000026063	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000077664	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000100205	5	0	0	0	0	6	0	6	9	0	0	2	3	11	14	0	7	0	6	5	1	9	0	0
ENSMUSG00000100592	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0
ENSMUSG00000094215	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	1
ENSMUSG00000101093	0	1	0	0	1	0	0	1	0	0	0	0	1	0	2	1	1	0	1	0	1	0	3	0
ENSMUSG00000070960	1	6	2	3	2	2	5	5	3	2	7	3	1	3	3	1	1	3	1	1	3	1	5	4
ENSMUSG00000088620	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000082159	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000026058	0	0	1	2	0	4	1	4	4	0	0	3	3	1	1	0	1	1	3	4	3	1	2	1
ENSMUSG00000064688	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000103482	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000104498	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000104313	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000102865	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000102321	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
ENSMUSG00000091318	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0
ENSMUSG00000089489	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000104433	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000089395	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000102926	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000100497	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000102917	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000100481	0	2	1	0	0	0	0	4	2	0	1	1	2	1	0	2	1	0	2	1	0	1	5	0
ENSMUSG00000100590	1	1	0	0	0	0	0	2	0	1	1	0	1	0	0	1	1	1	0	0	0	0	1	0
ENSMUSG00000088750	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000104230	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101754	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000065223	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000100318	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101612	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2
ENSMUSG00000065260	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000026134	1874	936	810	761	980	2128	870	2487	2463	918	940	2046	2267	2034	2436	790	1948	678	1865	2262	838	1930	1126	791
ENSMUSG00000101682	2	1	2	2	2	7	2	3	2	0	3	1	1	1	2	0	1	2	1	1	1	2	3	1
ENSMUSG00000102714	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000102093	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0
ENSMUSG00000103746	14	16	14	10	16	13	14	11	11	14	10	10	18	11	12	12	10	7	8	10	14	12	13	14
ENSMUSG00000102198	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ENSMUSG00000004768	1158	858	823	794	1006	1238	923	1371	1449	976	873	1159	1247	1207	1520	793	1208	768	1077	1404	846	1177	1092	971
ENSMUSG00000042215	3620	3568	3433	4201	3959	4495	5090	4925	4920	5143	3640	4251	4659	3915	4582	3673	3533	3603	3939	4207	4419	3581	4764	4399
ENSMUSG00000103072	0	3	1	2	1	4	1	4	4	1	1	7	5	2	2	0	1	3	8	0	7	3	1	6
ENSMUSG00000042197	2212	2192	2057	2039	2479	2068	2351	2312	2620	2387	2238	2143	2071	2224	2782	1908	2073	2092	1797	2605	2432	2156	2668	2498
ENSMUSG00000081402	3	3	1	2	2	2	3	0	2	3	6	2	2	4	3	5	2	0	2	4	3	6	1	2
